Date,Open,High,Low,Close,Volume,Adjclose
2017-10-22,463,474,454,457,44805113,456.9086
2017-10-23,461,463,447,447,32773258,446.9106
2017-10-24,455,455,447,448,18312780,447.9104
2017-10-25,447,458,447,449,23087897,448.9102
2017-10-28,449,453,439,441,30637363,440.9118
2017-10-29,443,445,432,433,37296446,432.9134
2017-10-30,429,434,424,432,42860546,431.9136
2017-10-31,434,445,432,436,33384787,435.9128
2017-11-01,438,442,431,434,30736823,433.9132
2017-11-04,429,432,422,425,59446189,424.915
2017-11-05,432,433,425,428,85987266,427.9144
2017-11-06,428,431,424,426,28411048,425.9148
2017-11-07,424,425,416,420,36057566,419.916
2017-11-08,421,428,414,422,25292458,421.9156
2017-11-11,426,429,420,421,24458505,420.9158
2017-11-12,425,428,418,419,20887745,418.9162
2017-11-13,419,427,419,421,22325392,420.9158
2017-11-14,426,428,420,420,15573148,419.916
2017-11-15,421,424,419,420,18646830,419.916
2017-11-18,424,424,413,417,23838449,416.9166
2017-11-20,419,424,413,414,20112350,413.9172
2017-11-21,415,421,412,415,28165401,414.917
2017-11-22,412,429,412,425,34386568,424.915
2017-11-25,427,442,427,442,89986702,441.9116
2017-11-26,445,455,438,439,37915150,438.9122
2017-11-28,433,445,429,431,43768829,430.9138
2017-11-29,430,436,426,428,22969307,427.9144
2017-12-02,427,436,425,425,27248738,424.915
2017-12-03,434,442,426,428,28570589,427.9144
2017-12-04,427,432,425,426,18888208,425.9148
2017-12-05,425,432,424,424,25210033,423.9152
2017-12-09,429,430,421,421,25985225,420.9158
2017-12-10,424,429,421,423,23034855,422.9154
2017-12-11,426,444,422,444,222689205,443.9112
2017-12-12,463,463,463,463,8644348,462.9074
2017-12-13,486,486,466,486,460750068,485.9028
2017-12-16,491,493,475,481,98182210,480.9038
2017-12-17,481,504,481,491,103780552,490.9018
2017-12-18,493,517,493,517,161861470,516.8966
2017-12-19,523,530,510,518,114686578,517.8964
2017-12-20,519,524,506,518,95349550,517.8964
2017-12-23,523,523,489,489,163975253,488.9022
2017-12-24,484,485,474,474,84392877,473.9052
2017-12-25,465,488,465,472,92171126,471.9056
2017-12-26,476,481,458,462,68587260,461.9076
2017-12-27,464,464,455,457,48138975,456.9086
2017-12-30,448,448,436,438,87084516,437.9124
2017-12-31,432,436,418,428,139126060,427.9144
2018-01-01,428,444,427,444,23514532,443.9112
2018-01-02,454,461,448,454,131462184,453.9092
2018-01-03,458,458,441,455,37044034,454.909
2018-01-06,445,457,445,448,17976077,447.9104
2018-01-07,453,472,451,472,135215311,471.9056
2018-01-08,480,487,470,474,76116882,473.9052
2018-01-09,467,474,459,459,38752476,458.9082
2018-01-10,459,481,453,468,53790431,467.9064
2018-01-13,469,484,464,466,32792384,465.9068
2018-01-14,469,471,460,461,31409066,460.9078
2018-01-15,463,470,454,456,33167868,455.9088
2018-01-16,463,463,447,454,37223533,453.9092
2018-01-17,460,468,453,454,45404494,453.9092
2018-01-20,461,461,446,447,42601876,446.9106
2018-01-21,444,457,440,447,29153177,446.9106
2018-01-22,448,465,448,453,31094216,452.9094
2018-01-23,455,463,450,453,18851713,452.9094
2018-01-24,454,454,448,449,33268477,448.9102
2018-01-27,452,452,443,447,27801764,446.9106
2018-01-28,450,450,443,447,21148428,446.9106
2018-01-29,448,453,445,448,29553941,447.9104
2018-01-30,449,456,446,447,20760117,446.9106
2018-02-10,463,465,444,459,24650102,458.9082
2018-02-12,462,463,453,459,37995165,458.9082
2018-02-13,459,477,456,471,47767559,470.9058
2018-02-14,470,474,454,458,45718468,457.9084
2018-02-17,463,484,453,484,263729650,483.9032
2018-02-18,486,486,463,465,60879708,464.907
2018-02-19,466,466,454,459,28277404,458.9082
2018-02-21,453,453,447,452,39304056,451.9096
2018-02-24,455,470,449,460,33467304,459.908
2018-02-25,459,463,456,456,20174322,455.9088
2018-02-26,455,461,453,454,23066823,453.9092
2018-02-27,456,460,454,456,26803740,455.9088
2018-02-28,456,459,451,452,40936922,451.9096
2018-03-03,453,455,445,447,44093795,446.9106
2018-03-04,446,460,446,453,26356917,452.9094
2018-03-05,453,460,449,454,25788035,453.9092
2018-03-06,453,474,453,469,80311216,468.9062
2018-03-07,474,475,456,461,75382503,460.9078
2018-03-10,457,463,447,449,33635527,448.9102
2018-03-11,452,452,439,441,38335119,440.9118
2018-03-12,440,448,440,443,15472714,442.9114
2018-03-13,441,448,435,437,31046807,436.9126
2018-03-14,440,442,437,439,23873121,438.9122
2018-03-17,436,447,435,437,25113940,436.9126
2018-03-18,437,447,437,445,73609145,444.911
2018-03-19,445,457,445,453,15860386,452.9094
2018-03-25,452,455,448,452,5837478,451.9096
2018-03-26,449,452,445,450,14106556,449.91
2018-03-27,448,453,445,446,9313941,445.9108
2018-03-28,445,454,445,452,12293402,451.9096
2018-04-03,459,471,459,463,34709978,462.9074
2018-04-04,464,464,456,458,11929407,457.9084
2018-04-07,461,461,446,448,13134057,447.9104
2018-04-08,443,452,437,443,35401278,442.9114
2018-04-09,438,447,438,446,35719841,445.9108
2018-04-10,443,444,438,439,21208380,438.9122
2018-04-11,439,445,422,424,89727405,423.9152
2018-04-15,426,434,407,410,99669287,409.918
2018-04-16,405,416,398,411,24048235,410.9178
2018-04-17,407,417,399,405,31216403,404.919
2018-04-18,406,411,401,406,68261062,405.9188
2018-04-21,402,410,397,397,33553554,396.9206
2018-04-22,398,402,387,391,32437622,390.9218
2018-04-23,388,394,384,391,37192175,390.9218
2018-04-24,390,406,387,405,41439376,404.919
2018-04-25,405,410,399,400,20033847,399.92
2018-04-28,392,396,384,385,47112613,384.923
2018-04-29,379,388,372,377,29525254,376.9246
2018-04-30,371,382,371,375,27699024,374.925
2018-05-01,376,388,373,380,19172409,379.924
2018-05-05,380,387,376,378,16920577,377.9244
2018-05-06,382,391,373,381,30339726,380.9238
2018-05-07,379,394,379,391,22110058,390.9218
2018-05-08,394,401,388,394,22549716,393.9212
2018-05-09,393,393,374,380,64427325,379.924
2018-05-12,379,391,379,391,22846528,390.9218
2018-05-13,389,405,388,405,57054541,404.919
2018-05-14,409,424,409,424,82445489,423.9152
2018-05-15,423,433,410,411,39056036,410.9178
2018-05-16,408,416,408,410,31227888,409.918
2018-05-19,410,426,409,416,34218258,415.9168
2018-05-20,422,429,416,419,40001652,418.9162
2018-05-21,425,425,413,419,21648759,418.9162
2018-05-22,412,420,407,416,28523980,415.9168
2018-05-23,413,432,413,432,63857163,431.9136
2018-05-26,451,451,451,451,22247260,450.9098
2018-05-27,458,469,450,452,148851975,451.9096
2018-05-28,453,454,438,440,49555665,439.912
2018-05-29,437,453,435,448,13928042,447.9104
2018-05-30,460,480,453,458,64647803,457.9084
2018-06-02,455,472,454,459,46720049,458.9082
2018-06-03,455,459,450,454,27210142,453.9092
2018-06-09,452,459,438,439,26946321,438.9122
2018-06-10,442,466,439,466,341248879,465.9068
2018-06-11,470,481,468,481,280469356,480.9038
2018-06-12,496,502,487,496,196687666,495.9008
2018-06-13,524,550,524,550,30768075,549.89
2018-06-17,570,570,570,570,136360041,569.886
2018-06-18,598,598,573,588,535811916,587.8824
2018-06-19,584,624,572,624,189704566,623.8752000000001
2018-06-20,638,638,638,638,22593705,637.8724
2018-06-23,670,670,670,670,7584103,669.866
2018-06-24,703,739,703,739,15094736,738.8522
2018-06-25,773,773,761,773,574545854,772.8454
2018-06-26,755,769,735,735,405199357,734.8530000000001
2018-06-27,703,723,668,695,387411287,694.861
2018-06-30,713,713,691,699,286144749,698.8602
2018-07-01,696,697,674,674,142379039,673.8652
2018-07-02,674,707,643,685,205774402,684.8630000000001
2018-07-03,693,708,688,708,171403925,707.8584
2018-07-04,729,741,691,701,197152408,700.8598000000001
2018-07-07,696,719,684,688,152784831,687.8624
2018-07-08,675,695,675,679,49281732,678.8642
2018-07-10,675,712,674,680,60546041,679.864
2018-07-11,677,695,653,664,140284393,663.8672
2018-07-24,648,672,636,641,62740295,640.8718
2018-07-25,655,688,639,688,97354908,687.8624
2018-07-28,699,699,699,699,12303960,698.8602
2018-07-29,733,733,713,733,263820087,732.8534
2018-07-30,752,768,744,768,90657501,767.8464
2018-07-31,800,800,800,800,1790240,799.84
2018-08-01,840,882,798,815,354953613,814.837
2018-08-04,804,847,783,785,178647108,784.843
2018-08-05,836,852,828,852,296942195,851.8296
2018-08-06,893,893,890,893,211243246,892.8214
2018-08-07,901,938,889,938,403518816,937.8124
2018-08-08,944,966,897,955,206162262,954.809
2018-08-11,965,983,951,982,110750314,981.8036000000001
2018-08-12,984,1020,935,967,168560730,966.8066
2018-08-13,960,960,927,927,169195229,926.8146
2018-08-14,901,968,894,916,262984858,915.8168000000001
2018-08-15,918,935,901,909,181000464,908.8182
2018-08-18,901,909,870,896,125814173,895.8208
2018-08-19,928,931,912,931,173980189,930.8138
2018-08-20,966,977,955,977,138640294,976.8046000000001
2018-08-21,972,1004,933,985,143090350,984.803
2018-08-25,992,1017,959,965,88109954,964.807
2018-08-26,962,1025,939,1018,152876467,1017.7964
2018-08-27,1024,1046,1020,1046,144486646,1045.7908
2018-08-28,1068,1078,991,1033,199643971,1032.7934
2018-08-29,1047,1064,1025,1048,83278793,1047.7904
2018-09-01,1030,1055,1003,1009,83511373,1008.7982
2018-09-02,1004,1009,971,971,203601072,970.8058
2018-09-03,982,1023,961,1023,112132575,1022.7954
2018-09-04,1041,1057,1026,1036,96042196,1035.7928
2018-09-05,1052,1054,1022,1047,80737308,1046.7906
2018-09-08,1052,1089,1044,1089,107292688,1088.7822
2018-09-09,1134,1134,1128,1134,34682285,1133.7732
2018-09-10,1191,1191,1176,1191,76919068,1190.7618
2018-09-11,1250,1250,1199,1250,166669441,1249.75
2018-09-12,1299,1364,1299,1364,39638814,1363.7272
2018-09-15,1431,1431,1312,1338,239880651,1337.7324
2018-09-16,1354,1381,1317,1367,163197500,1366.7266
2018-09-17,1401,1409,1343,1347,182774412,1346.7306
2018-09-18,1374,1392,1323,1383,109756130,1382.7234
2018-09-22,1376,1419,1370,1386,96652302,1385.7228
2018-09-23,1413,1465,1413,1465,68138908,1464.707
2018-09-24,1534,1534,1534,1534,37935833,1533.6932
2018-09-25,1610,1610,1610,1610,22150017,1609.678
2018-09-26,1691,1691,1691,1691,17922166,1690.6618
2018-09-29,1775,1863,1775,1861,224506199,1860.6278
2018-09-30,1949,1949,1949,1949,41402282,1948.6102
2018-10-01,2046,2046,2046,2046,6950834,2045.5908
2018-10-06,2148,2148,2040,2040,72851064,2039.592
2018-10-07,1991,1991,1991,1991,44613632,1990.6018
2018-10-08,1892,1892,1892,1892,13858218,1891.6216
2018-10-09,1798,1952,1798,1798,1658378917,1797.6404
2018-10-10,1739,1775,1739,1739,173355536,1738.6522
2018-10-13,1654,1654,1654,1654,1808016,1653.6692
2018-10-14,1571,1571,1493,1493,442664807,1492.7014
2018-10-15,1538,1569,1521,1569,185562457,1568.6862
2018-10-16,1617,1618,1486,1530,202330861,1529.694
2018-10-17,1478,1502,1478,1478,185289021,1477.7044
2018-10-20,1511,1554,1511,1554,118099958,1553.6892
2018-10-21,1597,1597,1548,1552,107275040,1551.6896
2018-10-22,1548,1548,1486,1486,119898436,1485.7028
2018-10-23,1505,1505,1418,1418,43105749,1417.7164
2018-10-24,1361,1361,1361,1361,11628668,1360.7278
2018-10-27,1293,1293,1293,1293,15833748,1292.7414
2018-10-28,1228,1228,1228,1228,4749892,1227.7544
2018-10-29,1289,1351,1227,1321,323794622,1320.7358
2018-10-31,1343,1356,1292,1356,84173440,1355.7288
2018-11-03,1376,1408,1333,1351,84836153,1350.7298
2018-11-04,1360,1397,1302,1302,101763615,1301.7396
2018-11-05,1302,1380,1284,1371,68609308,1370.7258
2018-11-06,1349,1414,1349,1414,161712364,1413.7172
2018-11-10,1457,1483,1426,1483,125489306,1482.7034
2018-11-11,1532,1544,1505,1544,160214447,1543.6912
2018-11-12,1616,1616,1591,1592,17618250,1591.6816
2018-11-13,1695,1753,1610,1610,166174232,1609.678
2018-11-14,1584,1584,1584,1584,69162622,1583.6832
2018-11-17,1506,1548,1506,1506,149422088,1505.6988
2018-11-18,1511,1553,1435,1437,164153877,1436.7126
2018-11-19,1450,1490,1403,1450,73132915,1449.71
2018-11-20,1447,1500,1419,1451,133690747,1450.7098
2018-12-02,1638,1639,1557,1613,277032543,1612.6774
2018-12-03,1638,1657,1611,1657,153175000,1656.6686
2018-12-04,1736,1736,1660,1736,218034863,1735.6528
2018-12-05,1781,1810,1748,1810,191478485,1809.638
2018-12-08,1885,1892,1825,1892,83909648,1891.6216
2018-12-09,1978,1978,1820,1923,331034933,1922.6154
2018-12-10,1983,2082,1956,2082,255638040,2081.5836
2018-12-12,2070,2136,2001,2088,371784583,2087.5824
2018-12-15,2092,2145,1987,1987,213913381,1986.6026
2018-12-16,1950,2030,1931,1931,55421939,1930.6138
2018-12-17,1857,1927,1857,1857,112600655,1856.6286
2018-12-18,1855,1935,1801,1921,298628,1920.6158
2018-12-19,1934,1934,1830,1868,1036963,1867.6264
2018-12-22,1860,1898,1785,1825,2701639,1824.635
2018-12-23,1830,1909,1786,1881,494936,1880.6238
2018-12-24,1900,1945,1880,1926,1432055,1925.6148
2018-12-25,1950,1953,1890,1896,1382948,1895.6208
2018-12-26,1920,1920,1856,1875,564570,1874.625
2018-12-29,1895,1898,1830,1836,722255,1835.6328
2018-12-30,1835,1888,1795,1845,1717481,1844.631
2018-12-31,1901,1901,1847,1850,60828564,1849.63
2019-01-01,1856,1856,1799,1799,106846429,1798.6402
2019-01-02,1790,1795,1723,1725,146432861,1724.655
2019-01-05,1680,1731,1650,1650,116289989,1649.67
2019-01-06,1632,1743,1590,1743,182413126,1742.6514
2019-01-07,1750,1790,1725,1750,92738896,1749.65
2019-01-08,1770,1770,1693,1710,75451295,1709.658
2019-01-09,1778,1866,1690,1728,79587417,1727.6544
2019-01-12,1706,1706,1660,1660,172881087,1659.668
2019-01-13,1621,1661,1591,1628,143334982,1627.6744
2019-01-14,1620,1645,1575,1589,109869919,1588.6822
2019-01-15,1580,1622,1550,1586,125967848,1585.6828
2019-01-16,1590,1619,1585,1595,66545717,1594.681
2019-01-19,1612,1612,1556,1560,67675669,1559.688
2019-01-20,1560,1560,1501,1534,99410646,1533.6932
2019-01-21,1591,1591,1510,1591,203193863,1590.6818
2019-01-22,1599,1620,1551,1567,82653402,1566.6866
2019-01-23,1559,1561,1520,1530,67632310,1529.694
2019-01-26,1530,1530,1457,1464,144011197,1463.7072
2019-01-27,1452,1509,1443,1454,84698709,1453.7092
2019-01-28,1460,1469,1402,1406,90547315,1405.7188
2019-01-29,1420,1489,1353,1433,317461808,1432.7134
2019-01-30,1441,1441,1369,1371,191121766,1370.7258
2019-02-02,1350,1357,1318,1318,93095235,1317.7364
2019-02-03,1290,1310,1260,1278,269460487,1277.7444
2019-02-04,1292,1334,1292,1334,85786971,1333.7332
2019-02-05,1391,1391,1354,1391,245735040,1390.7218
2019-02-06,1430,1449,1385,1388,217326972,1387.7224
2019-02-10,1380,1380,1346,1346,140337882,1345.7308
2019-02-12,1325,1345,1289,1299,127297929,1298.7402
2019-02-13,1300,1368,1300,1368,216305953,1367.7264
2019-02-16,1375,1418,1370,1382,120587927,1381.7236
2019-02-17,1370,1389,1330,1341,102257259,1340.7318
2019-02-18,1390,1440,1351,1364,70507459,1363.7272
2019-02-19,1376,1413,1353,1384,110738188,1383.7232
2019-02-20,1394,1456,1382,1456,237525400,1455.7088
2019-02-23,1498,1520,1480,1520,272850005,1519.696
2019-02-24,1550,1562,1491,1499,206910876,1498.7002
2019-02-25,1505,1592,1488,1560,240292648,1559.688
2019-02-26,1520,1555,1478,1506,174467865,1505.6988
2019-02-27,1520,1534,1475,1490,143447231,1489.702
2019-03-02,1484,1484,1431,1449,125085965,1448.7102
2019-03-03,1440,1484,1396,1460,198487782,1459.708
2019-03-04,1472,1488,1450,1470,125517439,1469.706
2019-03-05,1480,1487,1425,1429,78919623,1428.7142
2019-03-06,1420,1448,1404,1419,95843122,1418.7162
2019-03-09,1406,1418,1375,1380,102666771,1379.724
2019-03-10,1370,1548,1370,1445,163153743,1444.711
2019-03-11,1447,1504,1435,1460,207537728,1459.708
2019-03-12,1455,1472,1427,1430,96559874,1429.714
2019-03-13,1480,1499,1426,1429,129266894,1428.7142
2019-03-16,1430,1465,1408,1423,116501824,1422.7154
2019-03-17,1446,1477,1421,1428,76091971,1427.7144
2019-03-18,1440,1459,1437,1440,78934216,1439.712
2019-03-19,1450,1480,1450,1462,137639324,1461.7076
2019-03-25,1475,1477,1440,1447,63561126,1446.7106
2019-03-26,1450,1469,1431,1464,101521005,1463.7072
2019-03-27,1469,1524,1468,1524,235350064,1523.6952
2019-03-30,1560,1593,1540,1593,237725261,1592.6814
2019-03-31,1630,1645,1531,1572,229097328,1571.6856
2019-04-06,1591,1625,1548,1613,146915872,1612.6774
2019-04-07,1640,1681,1621,1639,349939681,1638.6722
2019-04-08,1640,1738,1619,1707,341774293,1706.6586
2019-04-09,1699,1739,1652,1705,232791906,1704.659
2019-04-10,1718,1772,1689,1751,258702731,1750.6498
2019-04-13,1774,1800,1687,1700,224141710,1699.66
2019-04-14,1676,1719,1649,1699,187840409,1698.6602
2019-04-15,1705,1759,1705,1708,164035848,1707.6584
2019-04-16,1716,1722,1641,1641,199431015,1640.6718
2019-04-17,1610,1645,1586,1611,188771694,1610.6778
2019-04-20,1625,1685,1625,1680,180823366,1679.664
2019-04-22,1710,1710,1601,1612,177492583,1611.6776
2019-04-23,1606,1635,1582,1586,132619187,1585.6828
2019-04-24,1600,1636,1581,1600,158795769,1599.68
2019-04-27,1616,1644,1601,1609,158753277,1608.6782
2019-04-28,1627,1675,1627,1671,191717384,1670.6658
2019-04-29,1689,1770,1689,1741,179365420,1740.6518
2019-04-30,1770,1770,1646,1673,221924251,1672.6654
2019-05-01,1670,1699,1649,1681,203414932,1680.6638
2019-05-04,1659,1760,1659,1760,452145051,1759.648
2019-05-05,1808,1834,1750,1834,617411040,1833.6332
2019-05-06,1890,1913,1780,1879,1013887239,1878.6242
2019-05-07,1895,1920,1789,1789,535396810,1788.6422
2019-05-08,1800,1885,1780,1870,395167702,1869.626
2019-05-11,1785,1833,1743,1743,337783280,1742.6514
2019-05-12,1723,1748,1693,1695,369716505,1694.661
2019-05-13,1710,1770,1680,1743,184637901,1742.6514
2019-05-14,1751,1789,1725,1733,228450848,1732.6534
2019-05-15,1762,1775,1681,1719,186002489,1718.6562
2019-05-18,1721,1790,1716,1750,205307199,1749.65
2019-05-19,1759,1841,1734,1820,302476977,1819.636
2019-05-20,1830,1830,1753,1774,154781329,1773.6452
2019-05-21,1768,1810,1768,1773,130861242,1772.6454
2019-05-22,1792,1809,1751,1771,103224533,1770.6458
2019-05-25,1768,1771,1715,1730,88385053,1729.654
2019-05-26,1729,1765,1718,1729,108696298,1728.6542
2019-05-28,1767,1810,1767,1778,148121772,1777.6444
2019-05-29,1819,1823,1745,1750,143754834,1749.65
2019-06-01,1725,1746,1700,1714,225229224,1713.6572
2019-06-02,1712,1786,1712,1758,161385245,1757.6484
2019-06-03,1765,1828,1765,1810,226716767,1809.638
2019-06-08,1812,1830,1780,1793,117759029,1792.6414
2019-06-09,1792,1860,1786,1826,210999001,1825.6348
2019-06-10,1850,1870,1806,1811,182186068,1810.6378
2019-06-11,1850,1850,1795,1817,175805395,1816.6366
2019-06-12,1818,1848,1770,1775,205107527,1774.645
2019-06-15,1762,1777,1725,1741,157749884,1740.6518
2019-06-16,1750,1801,1729,1738,170837369,1737.6524
2019-06-17,1774,1800,1729,1736,68605162,1735.6528
2019-06-18,1750,1770,1702,1722,118453696,1721.6556
2019-06-19,1722,1722,1638,1670,132445889,1669.666
2019-06-24,1742,1819,1655,1755,119868156,1754.649
2019-06-25,1760,1789,1699,1780,202030663,1779.644
2019-06-26,1799,1836,1766,1836,429157109,1835.6328
2019-06-30,1870,1874,1799,1804,196677251,1803.6392
2019-07-01,1830,1830,1770,1776,138298529,1775.6448
2019-07-02,1790,1790,1731,1740,174269008,1739.652
2019-07-03,1740,1779,1720,1729,152378685,1728.6542
2019-07-06,1740,1743,1685,1690,202773653,1689.662
2019-07-10,1701,1745,1666,1671,125606265,1670.6658
2019-07-13,1662,1670,1615,1635,234017022,1634.673
2019-07-14,1620,1674,1618,1656,141284541,1655.6688
2019-07-15,1660,1670,1610,1615,125519773,1614.677
2019-07-16,1611,1611,1546,1546,104008297,1545.6908
2019-07-17,1530,1600,1503,1540,158624926,1539.692
2019-07-20,1539,1599,1516,1520,115048941,1519.696
2019-07-21,1510,1575,1510,1545,104185061,1544.691
2019-07-22,1560,1594,1549,1578,129102333,1577.6844
2019-07-23,1595,1595,1525,1548,68135685,1547.6904
2019-07-24,1550,1550,1514,1521,102516858,1520.6958
2019-07-27,1520,1543,1480,1488,143490216,1487.7024
2019-07-28,1493,1566,1453,1566,248981265,1565.6868
2019-07-29,1570,1590,1526,1539,100858386,1538.6922
2019-07-30,1551,1564,1515,1524,82283478,1523.6952
2019-07-31,1516,1549,1487,1508,124893951,1507.6984
2019-08-03,1500,1500,1480,1490,108458227,1489.702
2019-08-04,1491,1535,1484,1506,103325173,1505.6988
2019-08-05,1520,1527,1496,1505,111355912,1504.699
2019-08-06,1514,1546,1506,1513,109816893,1512.6974
2019-08-07,1518,1528,1491,1500,119762701,1499.7
2019-08-10,1501,1510,1482,1487,110691367,1486.7026
2019-08-11,1490,1508,1474,1485,116523571,1484.703
2019-08-13,1489,1557,1479,1557,171997726,1556.6886
2019-08-14,1599,1601,1572,1601,254461954,1600.6798
2019-08-17,1630,1630,1560,1581,181934402,1580.6838
2019-08-18,1580,1650,1561,1606,162826828,1605.6788
2019-08-19,1633,1680,1612,1639,110740754,1638.6722
2019-08-21,1658,1658,1601,1610,159468272,1609.678
2019-08-24,1615,1651,1601,1628,193839813,1627.6744
2019-08-25,1640,1664,1580,1615,157320167,1614.677
2019-08-26,1609,1689,1604,1689,241086343,1688.6622
2019-08-27,1753,1753,1691,1710,459353815,1709.658
2019-08-28,1709,1829,1690,1811,395629715,1810.6378
2019-08-31,1850,1870,1773,1827,478058501,1826.6346
2019-09-01,1810,1882,1783,1813,254840696,1812.6374
2019-09-02,1807,1859,1737,1737,292889069,1736.6526
2019-09-03,1757,1773,1720,1756,139071799,1755.6488
2019-09-04,1760,1823,1755,1796,204441233,1795.6408
2019-09-07,1820,1829,1770,1790,180506339,1789.642
2019-09-08,1795,1795,1750,1759,201215860,1758.6482
2019-09-11,1766,1798,1751,1780,160952189,1779.644
2019-09-14,1800,1860,1780,1860,339971622,1859.628
2019-09-15,1886,1927,1825,1909,339809262,1908.6182
2019-09-16,1968,2059,1936,1959,254459146,1958.6082
2019-09-17,1979,2039,1896,1988,298713211,1987.6024
2019-09-18,1988,1988,1882,1912,271836710,1911.6176
2019-09-21,1900,1975,1900,1948,136963794,1947.6104
2019-09-22,1972,2000,1948,1968,149953595,1967.6064
2019-09-23,1998,2080,1951,2080,297352581,2079.584
2019-09-24,2120,2145,2041,2081,269056235,2080.5838
2019-09-25,2090,2194,2045,2194,367105808,2193.5612
2019-09-28,2264,2275,2225,2275,133045599,2274.545
2019-09-29,2380,2380,2190,2316,396662296,2315.5368
2019-09-30,2319,2419,2260,2380,244206142,2379.524
2019-10-01,2400,2420,2235,2235,332769319,2234.553
2019-10-02,2215,2400,2190,2247,224367117,2246.5506
2019-10-05,2252,2341,2180,2222,192312679,2221.5556
2019-10-06,2228,2298,2145,2217,118943770,2216.5566
2019-10-07,2215,2284,2108,2201,171839068,2200.5598
2019-10-08,2200,2220,2118,2118,155561551,2117.5764
2019-10-09,2066,2128,2041,2085,254050349,2084.583
2019-10-12,2120,2137,2059,2125,151572393,2124.575
2019-10-13,2131,2159,2044,2061,128924034,2060.5878
2019-10-14,2051,2076,1995,1995,155913360,1994.601
2019-10-15,1980,2003,1903,1903,140707707,1902.6194
2019-10-16,1863,1972,1822,1866,222113590,1865.6268
2019-10-20,1901,1921,1791,1796,310761946,1795.6408
2019-10-21,1776,1843,1731,1840,188938114,1839.632
2019-10-22,1865,1887,1812,1887,146520433,1886.6226
2019-10-23,1880,1890,1794,1831,118074138,1830.6338
2019-10-26,1841,1843,1790,1834,72301992,1833.6332
2019-10-28,1840,1900,1831,1899,102961657,1898.6202
2019-10-30,1932,1975,1920,1975,163438649,1974.605
2019-11-02,2020,2038,1914,1934,143176677,1933.6132
2019-11-03,1936,1986,1890,1922,134804886,1921.6156
2019-11-04,1918,1922,1843,1843,167350818,1842.6314
2019-11-05,1818,1887,1792,1835,126955666,1834.633
2019-11-09,1850,1880,1818,1826,96342748,1825.6348
2019-11-10,1840,1840,1773,1793,109192967,1792.6414
2019-11-11,1831,1880,1799,1811,79525271,1810.6378
2019-11-12,1820,1844,1799,1807,111313264,1806.6386
2019-11-13,1810,1849,1781,1836,118941427,1835.6328
2019-11-16,1830,1835,1767,1770,102287015,1769.646
2019-11-17,1727,1755,1705,1705,176361108,1704.659
2019-11-18,1660,1778,1660,1729,112882486,1728.6542
2019-11-19,1740,1810,1740,1802,74372974,1801.6396
2019-11-20,1815,1835,1762,1790,83112068,1789.642
2019-11-23,1808,1808,1761,1770,83314051,1769.646
2019-11-24,1765,1796,1741,1769,111571849,1768.6462
2019-11-25,1785,1846,1770,1846,189710967,1845.6308
2019-11-26,1861,1872,1817,1830,110876006,1829.634
2019-11-27,1847,1848,1801,1820,109907214,1819.636
2019-11-30,1849,1913,1830,1913,324223600,1912.6174
2019-12-01,1940,1978,1922,1950,152603812,1949.61
2019-12-02,1950,1960,1850,1890,178873217,1889.622
2019-12-03,1899,1925,1857,1880,118484756,1879.624
2019-12-04,1899,1916,1875,1891,141227379,1890.6218
2019-12-07,1916,1960,1901,1916,166407309,1915.6168
2019-12-08,1930,1969,1901,1949,183012828,1948.6102
2019-12-09,1962,1980,1938,1959,184791254,1958.6082
2019-12-10,1990,2056,1958,2010,368623139,2009.598
2019-12-11,2020,2135,1970,2107,263947302,2106.5786
2019-12-14,2130,2140,2095,2110,181569128,2109.578
2019-12-15,2120,2135,2020,2035,252232907,2034.593
2019-12-16,2031,2081,2001,2047,168888808,2046.5906
2019-12-17,2077,2118,2050,2077,173671689,2076.5846
2019-12-18,2081,2098,2041,2064,163616396,2063.5872
2019-12-21,2089,2089,2049,2059,172083675,2058.5882
2019-12-22,2052,2105,2020,2079,237055999,2078.5842
2019-12-23,2110,2152,2057,2109,448286630,2108.5782
2019-12-24,2139,2199,2100,2149,186395427,2148.5702
2019-12-25,2155,2192,2124,2168,173230505,2167.5664
2019-12-28,2189,2250,2173,2212,219709411,2211.5576
2019-12-29,2212,2235,2170,2195,158389127,2194.561
2019-12-30,2211,2211,2158,2164,234827651,2163.5672
2019-12-31,2194,2237,2075,2165,229136853,2164.567
2020-01-01,2170,2260,2141,2248,554589194,2247.5504
2020-01-05,2100,2149,1995,2063,395276574,2062.5874
2020-01-07,2020,2099,1959,1959,234015093,1958.6082
2020-01-08,1957,1998,1957,1961,758061820,1960.6078
2020-01-11,1997,1997,1997,1997,11046845,1996.6006
2020-01-12,2096,2096,2096,2096,272932645,2095.5808
2020-01-13,2105,2200,2103,2200,612651598,2199.56
2020-01-14,2250,2278,2186,2211,273579650,2210.5578
2020-01-15,2240,2290,2200,2225,188702203,2224.555
2020-01-18,2267,2350,2257,2269,310377941,2268.5462
2020-01-19,2279,2305,2203,2225,277450357,2224.555
2020-01-20,2215,2222,2182,2190,160637695,2189.562
2020-01-21,2180,2180,2101,2115,206209853,2114.577
2020-01-22,2110,2199,2075,2168,249712181,2167.5664
2020-01-25,2200,2205,2158,2161,274726879,2160.5678
2020-01-26,2151,2198,2111,2135,332914771,2134.573
2020-01-27,2132,2178,2095,2161,237545461,2160.5678
